Crop,Soil_Type,Season,Region,N,P,K,pH,Rainfall,Temperature,Humidity,Yield_kg_per_acre,Productivity,output
Wheat,Sandy,Zaid,Central,46,25,88,6.23,105.6,37.7,37.6,16.13,Low,0
Rice,Red,Kharif,South,76,67,64,6.13,176.1,32.7,36,23.69,Low,0
Cotton,Loamy,Rabi,North,173,87,141,6.51,218,24.7,73.1,31.18,Moderate,1
Cotton,Clay,Rabi,West,198,138,216,6.88,350.3,25.7,89.3,43.65,High,1
Millets,Sandy,Zaid,North,71,16,21,6.06,121.1,32.1,31.9,16.36,Low,0
Cotton,Loamy,Zaid,West,49,34,55,6.22,112.6,36.2,40.9,21.54,Low,0
Maize,Loamy,Zaid,West,99,63,60,5.2,151.1,33.9,48.8,17.77,Low,0
Rice,Clay,Rabi,Central,239,125,253,7,393.3,18.9,88.9,34.12,High,1
Rice,Red,Zaid,West,191,87,177,6.74,214.1,24.1,48.4,31.43,Moderate,1
Wheat,Black,Rabi,West,228,136,240,6.95,449.6,21.7,70,43.5,High,1
Sugarcane,Loamy,Kharif,East,40,17,23,5.43,186.7,35.6,53.1,15.1,Low,0
Sugarcane,Red,Kharif,North,231,141,171,7.06,363.6,18.4,87.4,42.61,High,1
Millets,Loamy,Rabi,Central,116,62,67,5.85,160.7,36.6,27.8,18.17,Low,0
Rice,Sandy,Zaid,South,196,138,177,7.34,447.8,25.2,87.3,36.87,High,1
Rice,Black,Zaid,West,188,107,202,7.28,399.2,21.4,86.2,37.39,High,1
Cotton,Clay,Rabi,East,140,67,132,6.41,256.1,28.2,43.7,29.69,Moderate,1
Rice,Black,Zaid,North,92,33,31,5.67,126.8,35.8,51.7,20.94,Low,0
Maize,Clay,Zaid,South,41,62,16,5.45,169.8,34,33.5,19.95,Low,0
Rice,Black,Rabi,East,110,112,128,7.27,153.4,22.7,44.7,27.28,Moderate,1
Rice,Sandy,Zaid,North,116,77,99,6.8,155.3,26.5,45.3,33.64,Moderate,1
Wheat,Loamy,Rabi,West,149,91,158,7.17,236.1,31.7,71.4,34.79,Moderate,1
Wheat,Loamy,Zaid,South,178,108,209,7.19,299.6,21.4,71.1,33.82,High,1
Maize,Black,Zaid,South,208,119,208,7.42,432,22,89.8,30.5,High,1
Wheat,Black,Rabi,West,232,158,202,7.16,275.6,25.4,73.3,30.85,High,1
Millets,Black,Zaid,South,179,75,100,6.08,311.2,23.5,40.1,34.25,Moderate,1
Wheat,Loamy,Kharif,Central,253,113,290,8.1,430.3,20,68.3,31.98,High,1
Millets,Clay,Kharif,West,119,81,86,6.62,171.9,27.2,66.7,34.64,Moderate,1
Sugarcane,Red,Rabi,South,96,115,159,6.47,287.9,31.8,43.3,33.41,Moderate,1
Cotton,Red,Kharif,North,164,55,90,6.55,202.6,23.1,41.2,22.22,Moderate,1
Rice,Loamy,Zaid,West,56,37,76,5.9,187.6,34.8,32.9,22.77,Low,0
Rice,Black,Rabi,South,169,93,156,7.32,275.4,31.4,60.5,26.16,Moderate,1
Wheat,Clay,Kharif,North,65,27,38,5.99,167.6,34.9,54.4,16.39,Low,0
Maize,Clay,Rabi,South,268,151,216,7.58,297.2,22.4,66.7,41.35,High,1
Maize,Red,Zaid,Central,80,42,88,5.66,89,33.5,31.3,20.35,Low,0
Sugarcane,Loamy,Rabi,North,162,99,80,7.16,246.7,29.6,47.5,33.14,Moderate,1
Wheat,Black,Kharif,North,40,24,31,5.23,125.1,30.5,44.3,22.85,Low,0
Cotton,Clay,Rabi,East,188,112,162,7.28,266,22.5,80.5,42.49,High,1
Wheat,Loamy,Kharif,South,112,114,80,6.4,280.8,25.9,59.6,23.29,Moderate,1
Sugarcane,Clay,Zaid,West,173,152,285,7.97,408.1,26.4,77.4,33.41,High,1
Maize,Black,Kharif,South,164,137,159,7.96,447.5,24.7,71.4,44.17,High,1
Cotton,Black,Zaid,South,210,138,227,7.28,253.9,23.9,71.8,30.48,High,1
Wheat,Red,Kharif,North,108,97,157,7.42,278.7,23.9,66.1,27.55,Moderate,1
Maize,Clay,Zaid,West,201,108,266,6.65,431,22.9,83.3,32.36,High,1
Rice,Loamy,Rabi,North,86,60,32,6.03,192.7,30.2,27.9,22.91,Low,0
Rice,Loamy,Kharif,North,93,116,179,7.43,294.6,25.8,52.7,28.77,Moderate,1
Wheat,Clay,Zaid,Central,168,129,256,7.94,442.5,24.9,72.9,32.89,High,1
Maize,Red,Kharif,North,238,128,183,7.03,426.8,18.5,60.5,43.22,High,1
Maize,Black,Zaid,West,111,56,147,7.44,225,24,70.4,28.18,Moderate,1
Wheat,Sandy,Zaid,South,105,96,171,7.17,293.6,30.8,58.6,31.32,Moderate,1
Rice,Sandy,Kharif,West,171,143,285,7.11,283.6,24.8,68.6,30.34,High,1
Millets,Black,Rabi,North,160,110,131,6.24,201.5,30.7,73.6,32.88,Moderate,1
Maize,Black,Rabi,East,195,91,121,6.54,263.1,22.4,72.4,27.23,Moderate,1
Sugarcane,Red,Zaid,South,145,75,93,6.91,165.3,29.7,47.3,34.07,Moderate,1
Rice,Sandy,Rabi,Central,290,136,264,7.86,258,21.1,64.4,36.34,High,1
Rice,Black,Rabi,South,127,61,156,6.73,287.4,30.4,71.7,32.7,Moderate,1
Wheat,Clay,Kharif,East,133,72,118,6.66,237.6,25,40.7,29.07,Moderate,1
Sugarcane,Loamy,Rabi,East,196,69,100,5.83,260,26.2,47,29.8,Moderate,1
Rice,Sandy,Rabi,South,93,57,58,6,91.5,32.7,43.1,26.94,Low,0
Rice,Black,Rabi,East,152,116,161,6.19,191.2,24.5,73,33.34,Moderate,1
Millets,Clay,Zaid,South,87,45,66,5.6,171.5,36.5,50.1,20.24,Low,0
Sugarcane,Loamy,Kharif,East,43,42,30,6.13,185.1,31.5,26.1,23.23,Low,0
Millets,Sandy,Zaid,West,50,28,44,5.76,189.1,31.4,27.9,22.72,Low,0
Maize,Black,Kharif,Central,61,50,89,6.12,148.1,30.3,30,19.92,Low,0
Maize,Loamy,Rabi,South,266,140,255,6.84,386.1,22.6,85.8,33.6,High,1
Sugarcane,Sandy,Zaid,South,185,51,122,7.46,314.3,25.2,68.6,23.34,Moderate,1
Millets,Sandy,Kharif,South,115,54,30,5.25,171.5,33.8,38.6,17.63,Low,0
Sugarcane,Black,Kharif,East,61,54,28,5.22,72,34.1,33.4,26.04,Low,0
Maize,Red,Rabi,East,102,73,151,6.25,233.3,27.9,53,22.26,Moderate,1
Sugarcane,Clay,Zaid,Central,100,55,62,5.91,144.2,37.4,40.1,17.03,Low,0
Sugarcane,Sandy,Zaid,West,178,130,279,8.19,316.7,19.2,71.1,44.67,High,1
Sugarcane,Black,Kharif,North,196,115,292,8.13,376.3,23.7,60.6,38.06,High,1
Sugarcane,Red,Rabi,Central,190,81,113,7.36,274.5,25.5,47.2,26.06,Moderate,1
Millets,Black,Zaid,East,273,114,282,7.64,436.4,20.7,81.6,30.79,High,1
Rice,Loamy,Zaid,West,260,121,220,7.52,281.7,26.8,68.3,33.18,High,1
Rice,Sandy,Zaid,West,61,47,30,5.07,93,33.9,44.5,23.71,Low,0
Wheat,Loamy,Rabi,South,64,38,46,5.05,116.9,31.1,37.6,18.1,Low,0
Sugarcane,Loamy,Rabi,South,257,153,152,7.01,376.5,20.3,82.4,44.6,High,1
Sugarcane,Red,Kharif,East,177,114,90,7.28,241.4,29.6,48.7,30.6,Moderate,1
Maize,Red,Kharif,South,86,62,57,5.71,128.2,36.7,54.7,22.92,Low,0
Maize,Sandy,Kharif,East,284,133,262,7.18,304.5,19.6,89.1,31.02,High,1
Sugarcane,Red,Zaid,East,129,105,134,6.45,299.3,22.9,73.9,30.04,Moderate,1
Sugarcane,Loamy,Kharif,East,135,111,156,6.22,262.8,27.8,65.6,23.27,Moderate,1
Sugarcane,Loamy,Kharif,South,207,110,225,7.68,383.2,27,70.3,40.99,High,1
Millets,Clay,Zaid,North,147,105,85,5.91,212.1,29,67.3,23.66,Moderate,1
Sugarcane,Loamy,Kharif,South,99,29,78,5.16,163.4,34.2,38.8,26.71,Low,0
Cotton,Clay,Zaid,South,176,109,169,6.07,306.4,26.5,49,22.78,Moderate,1
Sugarcane,Clay,Zaid,Central,154,116,155,7.27,263.9,31.1,47.3,25.16,Moderate,1
Cotton,Sandy,Zaid,North,104,39,17,5.55,113,36.3,51.4,26.25,Low,0
Wheat,Sandy,Zaid,North,55,55,54,5.21,192.1,36.9,41.3,18.05,Low,0
Sugarcane,Sandy,Kharif,Central,93,73,124,5.9,193,23.7,48.6,23.08,Moderate,1
Maize,Sandy,Kharif,Central,271,153,226,6.63,319.6,25.4,87.2,39.74,High,1
Wheat,Sandy,Kharif,West,76,50,20,5.82,121.6,30.3,43.1,18.08,Low,0
Sugarcane,Clay,Zaid,Central,97,28,43,5.54,137.9,33.4,52.8,18.97,Low,0
Millets,Red,Rabi,Central,165,154,180,7.91,442.9,19,61.7,31.61,High,1
Maize,Black,Kharif,East,56,43,66,5.92,130.1,36.9,54.4,24.52,Low,0
Rice,Red,Kharif,South,196,99,161,6.98,204.8,31.6,45.8,26.53,Moderate,1
Sugarcane,Clay,Kharif,West,235,154,227,7.27,420.2,27.3,84.1,36.17,High,1
Rice,Loamy,Rabi,East,178,91,124,6.92,275.5,30.3,67.7,22.73,Moderate,1
Cotton,Black,Rabi,North,205,126,192,7.43,286.9,27.8,89,37.33,High,1
Sugarcane,Black,Rabi,South,120,87,165,6.26,182.3,27.1,45.8,33.63,Moderate,1
Sugarcane,Loamy,Zaid,Central,220,125,273,8.03,332.2,18.7,69.7,42.23,High,1
Rice,Sandy,Kharif,West,126,87,178,6.08,151.1,29.6,44.1,24.4,Moderate,1
Wheat,Loamy,Zaid,Central,49,46,85,5.75,128.6,30.3,44.6,24.44,Low,0
Millets,Sandy,Zaid,East,98,93,104,7.2,264.9,31.3,40.2,25.35,Moderate,1
Sugarcane,Loamy,Kharif,West,214,124,274,7.87,367.5,26.6,88.4,41.55,High,1
Wheat,Loamy,Kharif,North,252,141,235,7.95,298.5,25.4,65.9,36.32,High,1
Cotton,Loamy,Rabi,East,171,113,110,6.92,276.1,30.3,42.7,28.67,Moderate,1
Sugarcane,Clay,Kharif,South,248,168,170,7.34,309.9,19.3,71.8,41.97,High,1
Sugarcane,Loamy,Rabi,West,134,117,141,7.13,306.5,29.5,59.7,24.87,Moderate,1
Cotton,Loamy,Kharif,East,78,43,16,6.12,185.3,33.2,46.4,23.05,Low,0
Cotton,Red,Zaid,North,97,36,89,6.18,162.8,31.5,51.7,21.65,Low,0
Millets,Loamy,Kharif,East,186,107,195,7.85,387.3,26.7,67.5,41.91,High,1
Cotton,Clay,Zaid,South,136,91,94,6.69,229.5,27,70.6,24.02,Moderate,1
Millets,Red,Kharif,Central,101,42,67,6.26,185.9,37.5,53.8,25.47,Low,0
Sugarcane,Red,Rabi,South,48,67,55,5.78,126.7,37.8,42.7,20.87,Low,0
Millets,Red,Kharif,North,179,76,168,6.13,192.8,24.5,56,33.21,Moderate,1
Millets,Clay,Kharif,Central,247,141,271,8.04,408.7,20.5,80.5,35.72,High,1
Millets,Clay,Rabi,South,137,51,153,7.03,302.8,28.7,61.7,31.36,Moderate,1
Sugarcane,Red,Kharif,Central,87,42,72,5.54,134.4,32.8,52.4,17.78,Low,0
Wheat,Loamy,Zaid,Central,223,117,237,7.37,361,21.9,86.9,33.95,High,1
Wheat,Red,Rabi,Central,166,59,128,5.94,312.9,24,53.2,26.53,Moderate,1
Cotton,Clay,Kharif,South,157,55,82,6.74,195.2,24.1,47.5,27.91,Moderate,1
Cotton,Black,Rabi,North,61,49,72,5.06,89.5,34,39.3,20.76,Low,0
Wheat,Clay,Rabi,North,103,17,57,5.68,154.8,37.4,27.9,23.64,Low,0
Sugarcane,Red,Zaid,East,176,102,204,7.2,295.4,21.2,88.2,35.52,High,1
Wheat,Loamy,Rabi,Central,142,81,159,5.84,262.9,26.7,52.6,23.33,Moderate,1
Cotton,Sandy,Zaid,Central,177,116,133,6.63,238.4,30.3,73.1,30.7,Moderate,1
Maize,Sandy,Zaid,Central,190,167,178,6.87,263.6,27.6,76.6,39.22,High,1
Cotton,Clay,Rabi,West,180,125,209,6.52,443.7,21.4,87.8,40.7,High,1
Maize,Black,Rabi,East,71,49,15,5.01,74,36.7,43.5,15.79,Low,0
Cotton,Loamy,Kharif,Central,135,82,118,5.83,193.6,31,49.6,34.72,Moderate,1
Rice,Clay,Kharif,West,41,22,74,5.22,145.1,37.8,45.1,26.99,Low,0
Maize,Clay,Rabi,North,183,79,112,7.13,315.6,28.9,73,31.71,Moderate,1
Cotton,Red,Rabi,West,253,158,200,7.43,258.7,20.8,79.6,41.36,High,1
Maize,Sandy,Kharif,West,167,91,72,7.48,293,24.4,64.8,32.2,Moderate,1
Rice,Loamy,Rabi,Central,57,61,52,5.24,193.3,37.5,46,15.03,Low,0
Sugarcane,Red,Zaid,East,137,82,179,6.73,300.6,28.4,50.5,29.54,Moderate,1
Sugarcane,Clay,Zaid,South,117,20,26,5.23,163.9,37.5,47.3,19.98,Low,0
Rice,Black,Zaid,West,125,104,133,6.81,269.4,22.7,41.3,26.85,Moderate,1
Cotton,Loamy,Zaid,North,55,30,29,5.97,184.8,33.5,42.7,23.4,Low,0
Sugarcane,Clay,Kharif,Central,99,40,50,6.22,126.9,33.1,49,24.6,Low,0
Sugarcane,Red,Zaid,North,87,67,87,5.37,158.5,33.7,34.1,21.67,Low,0
Sugarcane,Red,Rabi,West,117,62,157,5.96,314.3,26.4,42.7,34.44,Moderate,1
Wheat,Red,Zaid,North,93,31,56,6.28,199.4,35.5,50.4,22.88,Low,0
Cotton,Red,Kharif,North,118,28,32,6.22,87.6,33.7,48.2,23.46,Low,0
Rice,Black,Rabi,East,130,118,101,6.48,203.9,25.5,68.6,30.02,Moderate,1
Maize,Clay,Rabi,Central,100,110,153,6.69,287.9,31.2,46.9,28.67,Moderate,1
Sugarcane,Red,Rabi,Central,288,101,172,8.03,314,20.7,66.3,44.73,High,1
Sugarcane,Black,Kharif,South,74,15,35,5.19,160.3,33.4,46.7,22.78,Low,0
Maize,Loamy,Kharif,East,60,58,23,5.44,167.4,37.2,52,18.85,Low,0
Maize,Sandy,Rabi,West,137,63,85,6.3,259.6,29,55.6,24.56,Moderate,1
Cotton,Red,Zaid,North,100,44,30,5.26,73.3,30.9,48.1,20.25,Low,0
Maize,Black,Rabi,North,54,58,71,5.2,147.5,33.8,52.4,15.5,Low,0
Wheat,Sandy,Kharif,North,284,111,269,7.28,370.4,23.3,88.2,37.79,High,1
Cotton,Clay,Zaid,West,180,137,288,7.99,352.8,20.7,64,38.63,High,1
Maize,Red,Zaid,Central,226,135,262,7.06,276.3,25.1,89.4,36.56,High,1
Rice,Clay,Zaid,West,99,52,39,5.85,108,35.7,49.7,23.7,Low,0
Sugarcane,Sandy,Kharif,North,258,162,154,6.56,442.8,24.1,82.4,42.28,High,1
Sugarcane,Sandy,Zaid,West,108,69,75,6.28,281.8,27.3,45.2,31.21,Moderate,1
Millets,Loamy,Kharif,East,98,61,15,5.77,106.2,32.1,46.7,26.99,Low,0
Wheat,Black,Kharif,East,103,88,136,6.53,201.1,31.3,41.3,30.18,Moderate,1
Wheat,Black,Rabi,Central,75,31,44,5.74,127.1,31.3,46,20.08,Low,0
Millets,Loamy,Kharif,Central,186,60,104,6.94,157.1,29.1,48.1,22.67,Moderate,1
Millets,Sandy,Zaid,Central,116,68,79,5.79,178.9,35.4,27.3,23.6,Low,0
Maize,Clay,Rabi,North,160,55,167,6.62,319.2,30,69.4,24.51,Moderate,1
Millets,Black,Rabi,West,47,30,30,6.03,102.4,37,46.4,21.6,Low,0
Wheat,Loamy,Rabi,Central,189,144,196,7.87,424.6,26.5,72.8,36.99,High,1
Sugarcane,Loamy,Zaid,North,117,105,139,7.21,179.4,23.5,44.2,31.5,Moderate,1
Rice,Clay,Rabi,North,292,126,251,7.46,325.4,26.7,71.9,38.97,High,1
Sugarcane,Black,Zaid,West,94,55,46,5.26,71.7,34.2,40.4,25.86,Low,0
Maize,Sandy,Rabi,East,85,59,18,5.79,157.9,34.4,48.3,18.26,Low,0
Wheat,Clay,Zaid,Central,262,112,159,7.39,425.5,20.4,73.1,44.1,High,1
Sugarcane,Sandy,Kharif,East,226,148,164,7.79,301.4,26,65.1,41.34,High,1
Rice,Black,Zaid,Central,66,32,80,6,127.1,33.7,49.6,20.82,Low,0
Sugarcane,Clay,Rabi,Central,216,134,210,6.91,402.3,24.5,72.3,38.39,High,1
Wheat,Red,Zaid,East,128,115,121,6.86,258.8,31.8,42.7,25.43,Moderate,1
Cotton,Red,Zaid,East,180,132,169,6.54,329.3,23.8,80.3,40.27,High,1
Millets,Red,Zaid,North,100,21,72,5.27,193.3,32,26.2,20.52,Low,0
Cotton,Sandy,Rabi,South,186,105,258,7.27,317,19.2,89.7,42.65,High,1
Maize,Black,Zaid,North,107,63,48,5.67,195.4,31.3,52.1,25.17,Low,0
Wheat,Red,Rabi,East,283,101,220,7.47,335.1,20,85.8,35.58,High,1
Millets,Clay,Kharif,Central,227,142,253,6.98,416.2,18.2,85.7,43.21,High,1
Rice,Sandy,Kharif,West,184,110,151,7.08,249.9,31.1,61.8,26.72,Moderate,1
Wheat,Black,Zaid,East,114,56,85,6.48,198,29.9,58.9,26.38,Moderate,1
Cotton,Clay,Rabi,South,107,43,64,5.33,199.2,34,33.6,24.76,Low,0
Wheat,Loamy,Kharif,North,147,86,79,6.93,299.5,31.4,67,33.67,Moderate,1
Wheat,Sandy,Rabi,East,134,52,148,6.72,212.3,29.8,55.7,24.3,Moderate,1
Maize,Red,Zaid,North,139,114,107,7.26,284.4,22,55.8,24.87,Moderate,1
Cotton,Black,Rabi,West,45,41,37,6.02,133.2,35.9,33.6,24.41,Low,0
Maize,Sandy,Kharif,East,188,153,163,6.78,391.2,20.7,80.2,39.44,High,1
Cotton,Clay,Kharif,West,105,61,44,6.12,176.3,35.3,31.2,16.55,Low,0
Rice,Loamy,Rabi,South,142,117,115,6.34,208.8,22.1,47.7,31.42,Moderate,1
Cotton,Clay,Zaid,East,283,161,151,6.81,383.7,24.3,70.2,41.82,High,1
Wheat,Sandy,Zaid,East,182,79,173,6.64,289.4,22.4,56.1,26.04,Moderate,1
Wheat,Clay,Kharif,North,203,109,177,6.54,443.3,20.9,75.5,43.54,High,1
Cotton,Red,Rabi,South,275,169,213,6.58,385.3,18.7,61.8,35.79,High,1
Maize,Red,Zaid,North,49,48,74,5.1,74.8,34.6,54.8,17.53,Low,0
Maize,Red,Zaid,Central,186,126,284,7.96,348.4,21.6,87.9,43.63,High,1
Wheat,Sandy,Zaid,North,195,115,99,6.69,248,23.1,46,26.13,Moderate,1
Cotton,Red,Kharif,West,47,32,47,5.2,99.1,31.5,33.5,19.78,Low,0
Millets,Sandy,Zaid,North,248,114,239,7.81,316.4,21.3,89.5,36.23,High,1
Rice,Clay,Rabi,South,195,114,172,7.31,281.8,31.3,42.7,25.79,Moderate,1
Wheat,Clay,Rabi,South,242,148,277,8.01,286.7,25.6,79.2,42.67,High,1
Cotton,Loamy,Zaid,South,120,107,114,6.7,150,22.5,53.9,34.62,Moderate,1
Wheat,Red,Rabi,North,108,61,65,5.2,124.2,34.6,41.8,15.93,Low,0
Cotton,Sandy,Rabi,North,171,92,141,6.76,239,26.2,40.4,23.15,Moderate,1
Maize,Sandy,Zaid,East,66,33,37,5.64,79.7,30.2,51.9,23.87,Low,0
Cotton,Clay,Zaid,South,185,91,110,6.73,170,24.3,69,22.68,Moderate,1
Rice,Red,Zaid,East,190,119,191,7.74,378.1,27.2,63.6,31.29,High,1
Cotton,Loamy,Kharif,Central,111,75,174,6.8,264.4,26.4,57.9,34.95,Moderate,1
Maize,Sandy,Rabi,West,160,88,90,6.58,244.6,29.2,53.4,29.44,Moderate,1
Sugarcane,Red,Zaid,East,247,162,231,6.5,317.5,25.8,71.1,43.54,High,1
Millets,Sandy,Kharif,East,105,38,22,5.51,83.9,35.8,37.4,26.43,Low,0
Cotton,Clay,Rabi,South,122,111,75,6.09,174,25.5,59.2,23.6,Moderate,1
Millets,Clay,Zaid,Central,56,24,24,6.12,184.5,35,49.8,16.93,Low,0
Rice,Loamy,Kharif,Central,256,138,190,6.78,270.1,22.8,83.5,39.41,High,1
Cotton,Loamy,Rabi,East,102,60,81,5.22,176.3,30.4,34.5,18.89,Low,0
Wheat,Clay,Rabi,Central,62,60,49,5.32,142.6,37.9,41.9,15.88,Low,0
Maize,Red,Zaid,West,113,62,26,5.51,71.2,36.6,49.4,17.09,Low,0
Rice,Black,Zaid,North,211,128,160,7.52,260.6,22.3,80.4,37.75,High,1
Cotton,Red,Rabi,Central,208,110,157,6.76,403,22.8,67.1,37.57,High,1
Millets,Loamy,Kharif,East,198,131,237,7.36,337.5,25.3,75.5,32.03,High,1
Millets,Red,Zaid,East,60,39,36,5.45,86.4,32.2,39.6,20.62,Low,0
Millets,Black,Rabi,East,96,37,82,6.11,106.6,33.5,34.1,22.93,Low,0
Wheat,Black,Kharif,West,105,100,134,6.11,196.3,31.6,43.6,33.47,Moderate,1
Rice,Loamy,Rabi,East,92,45,41,5.83,79,37.7,31.2,23.95,Low,0
Maize,Clay,Rabi,North,62,69,17,5.77,122.3,36,35.7,15.56,Low,0
Cotton,Red,Rabi,East,47,27,68,5.27,108.7,36.5,51.6,25.66,Low,0
Sugarcane,Sandy,Rabi,West,124,53,104,6.63,185.4,26.7,64,32.07,Moderate,1
Cotton,Clay,Zaid,Central,195,92,91,7.33,180.9,27,50.1,32.04,Moderate,1
Sugarcane,Clay,Zaid,Central,58,19,17,5.96,182.1,33.7,41.2,21.02,Low,0
Cotton,Red,Zaid,South,107,57,88,5.02,174.5,35.1,25.8,22.6,Low,0
Wheat,Sandy,Rabi,South,84,66,40,6.02,184.2,30.6,40,26.34,Low,0
Rice,Clay,Zaid,South,153,111,84,6.64,285.6,23.7,59.1,30.63,Moderate,1
Cotton,Loamy,Rabi,East,61,45,33,5.43,174,36.2,29.7,24.49,Low,0
Maize,Red,Kharif,South,209,128,267,6.81,347.6,20.8,73.1,34.98,High,1
Rice,Clay,Kharif,East,123,51,136,6.9,167.2,24.7,61.6,32.03,Moderate,1
Sugarcane,Sandy,Kharif,North,146,71,167,5.95,227.3,29.1,60.1,22.89,Moderate,1
Cotton,Clay,Kharif,South,177,94,84,6.97,297.2,25.1,54.1,31.37,Moderate,1
Sugarcane,Clay,Kharif,Central,259,165,231,7.87,421.2,24.8,60.5,32.13,High,1
Cotton,Red,Zaid,West,293,137,232,7.21,364.1,18.2,83.1,36.92,High,1
Sugarcane,Clay,Kharif,East,40,22,22,5.39,127.3,37,34.9,21.13,Low,0
Maize,Red,Kharif,East,242,153,202,7.92,423.8,26.9,89.1,35.91,High,1
Maize,Loamy,Kharif,East,199,79,91,6.5,299.2,30.8,40.7,24.69,Moderate,1
Sugarcane,Clay,Kharif,North,177,106,165,7.08,248.8,29.2,72.6,27.05,Moderate,1
Cotton,Loamy,Kharif,Central,297,163,254,7.49,319.1,24.2,64.6,33.43,High,1
Millets,Sandy,Kharif,North,230,111,222,7.38,251.2,27.6,61.5,35.21,High,1
Maize,Black,Rabi,South,198,82,95,6.02,208.3,23.6,47.1,23.88,Moderate,1
Sugarcane,Loamy,Zaid,Central,105,55,70,7.47,277.9,24.9,50.7,33.2,Moderate,1
Wheat,Red,Zaid,East,167,112,87,6.64,241.4,26,44.5,26.33,Moderate,1
Millets,Black,Kharif,East,145,73,71,6.86,275.9,30.7,69.2,24.42,Moderate,1
Rice,Sandy,Kharif,South,77,33,86,5.19,156.8,35.4,37.3,24.99,Low,0
Cotton,Clay,Kharif,Central,128,85,87,6.05,187.4,26.4,40.5,25.21,Moderate,1
Maize,Black,Rabi,South,104,26,26,5.22,101.5,32.1,46.5,16.3,Low,0
Maize,Red,Kharif,North,272,158,273,7.48,300.1,24.4,74.3,43.25,High,1
Sugarcane,Clay,Zaid,North,53,60,50,5.41,173.6,30.8,27.8,21.88,Low,0
Sugarcane,Red,Kharif,Central,148,61,98,7.47,234,27.2,73.8,30.96,Moderate,1
Millets,Clay,Rabi,North,219,112,289,6.8,281,23.4,86.4,36.71,High,1
Millets,Loamy,Zaid,Central,191,101,142,7.1,180.2,23.2,63.7,24.41,Moderate,1
Cotton,Red,Zaid,East,64,44,66,5.07,145.9,30.3,33.6,16.55,Low,0
Wheat,Red,Zaid,South,133,112,135,6.09,198.9,32,70.7,27.23,Moderate,1
Wheat,Red,Rabi,South,98,94,152,6.77,306.1,27.7,58.2,27.53,Moderate,1
Maize,Clay,Rabi,Central,287,104,159,7.28,412.7,21.6,60.1,36.94,High,1
Cotton,Sandy,Kharif,East,167,72,129,5.92,300.8,22,48.5,32.27,Moderate,1
Millets,Black,Zaid,North,173,67,163,6.46,210.1,24.7,70,24,Moderate,1
Millets,Sandy,Rabi,East,49,37,71,5.84,96.5,37.1,40.9,19.55,Low,0
Millets,Clay,Kharif,West,180,60,106,7.25,243.8,23.3,59.3,32.73,Moderate,1
Cotton,Clay,Zaid,West,248,105,165,7.02,439.7,24.5,78.6,30.07,High,1
Millets,Loamy,Kharif,Central,51,63,34,6.06,136.5,33.3,27,19.54,Low,0
Cotton,Sandy,Kharif,East,92,92,102,7.15,267.6,25.2,54.7,25.49,Moderate,1
Maize,Red,Kharif,North,42,18,30,5.48,167.2,31.7,33.5,16.53,Low,0
Cotton,Black,Zaid,South,108,43,20,5.31,197.4,36.7,53.4,25.41,Low,0
Cotton,Black,Zaid,Central,207,108,239,8.16,318.4,18.5,63.7,40.08,High,1
Rice,Loamy,Kharif,South,79,41,32,5.51,135.1,31.9,29.5,24.72,Low,0
Sugarcane,Clay,Kharif,South,186,151,218,8.15,359.3,19.6,83.4,38.43,High,1
Maize,Black,Rabi,East,109,77,120,6.75,212.9,26.4,46.6,33.05,Moderate,1
Millets,Sandy,Rabi,Central,90,55,58,5.09,118.4,33.9,25.7,17.87,Low,0
Rice,Red,Kharif,North,48,15,26,5.43,81.8,36.9,41.9,19.92,Low,0
Millets,Sandy,Kharif,Central,213,120,202,7.46,434,19.6,60.8,30.11,High,1
Wheat,Clay,Kharif,East,177,80,76,6.38,265.9,24.7,68.1,32.34,Moderate,1
Cotton,Sandy,Rabi,Central,289,115,238,6.74,392.5,20.7,66,41.29,High,1
Maize,Sandy,Kharif,West,97,33,25,6.04,185.7,36.8,34.2,22.99,Low,0
Wheat,Red,Kharif,North,193,102,215,6.95,291.4,27.5,87.9,31.44,High,1
Rice,Sandy,Rabi,East,272,165,264,7.92,393.1,24.8,65.2,43.09,High,1
Cotton,Black,Rabi,North,59,20,69,5.32,154.7,32.6,47.6,20.91,Low,0
Millets,Sandy,Zaid,Central,219,102,265,7.12,330.7,23.8,76.3,33.77,High,1
Sugarcane,Black,Rabi,South,283,153,237,7.74,437.9,28,87.7,31.53,High,1
Maize,Sandy,Rabi,South,128,69,143,7.49,195.1,31.8,74.4,34.09,Moderate,1
Rice,Sandy,Kharif,North,211,151,253,7.18,381.1,27.8,86.8,43.44,High,1
Rice,Black,Zaid,North,150,91,75,6.45,293.4,29.1,53.9,27.87,Moderate,1
Cotton,Black,Zaid,North,207,107,154,6.52,358.9,24.5,78,41.89,High,1
Maize,Loamy,Zaid,North,103,57,49,5.61,166.4,37,52.7,20.17,Low,0
Millets,Loamy,Kharif,North,72,34,34,5.39,178.1,35.7,39.2,15.63,Low,0
Cotton,Loamy,Kharif,North,294,131,229,7.9,414.4,27.1,82.3,36.61,High,1
Sugarcane,Black,Rabi,West,74,28,23,5.45,117.3,36.4,29.2,16.43,Low,0
Rice,Loamy,Zaid,South,134,105,151,6.35,276.5,29,40.5,31.14,Moderate,1
